Subject,Channel_Pair,Band,Coherence
H S11 EC.fif,F7-Pz,Gamma,0.33069238581327376
H S11 EC.fif,T3-T5,Delta,0.3373574286491248
H S11 EC.fif,T3-T5,Theta,0.3675649439696715
H S11 EC.fif,T3-T5,Alpha,0.293699713642112
H S11 EC.fif,T3-T5,Beta,0.09224955820733226
H S11 EC.fif,T3-T5,Gamma,0.01161774092661678
H S11 EC.fif,T3-Fz,Delta,0.09226355527787174
H S11 EC.fif,T3-Fz,Theta,0.07328748788745941
H S11 EC.fif,T3-Fz,Alpha,0.02363531737304307
H S11 EC.fif,T3-Fz,Beta,0.009753197378552755
H S11 EC.fif,T3-Fz,Gamma,0.016703843346332035
H S11 EC.fif,T3-Fp2,Delta,0.019272883113952883
H S11 EC.fif,T3-Fp2,Theta,0.005646182045901126
H S11 EC.fif,T3-Fp2,Alpha,0.028978915833047975
H S11 EC.fif,T3-Fp2,Beta,0.005930953608520903
H S11 EC.fif,T3-Fp2,Gamma,0.0057844181295309575
H S11 EC.fif,T3-F4,Delta,0.08572541956466227
H S11 EC.fif,T3-F4,Theta,0.1506345788549482
H S11 EC.fif,T3-F4,Alpha,0.04816747422426971
H S11 EC.fif,T3-F4,Beta,0.032826769639946046
H S11 EC.fif,T3-F4,Gamma,0.004997472933283638
H S11 EC.fif,T3-C4,Delta,0.2877019370359854
H S11 EC.fif,T3-C4,Theta,0.33575373609961245
H S11 EC.fif,T3-C4,Alpha,0.23416143001854392
H S11 EC.fif,T3-C4,Beta,0.1059353471009938
H S11 EC.fif,T3-C4,Gamma,0.015880470964341236
H S11 EC.fif,T3-P4,Delta,0.18218528896373434
H S11 EC.fif,T3-P4,Theta,0.17953383589633815
H S11 EC.fif,T3-P4,Alpha,0.3773705897842061
H S11 EC.fif,T3-P4,Beta,0.14181392282214203
H S11 EC.fif,T3-P4,Gamma,0.13664488021954876
H S11 EC.fif,T3-O2,Delta,0.05466222550533079
H S11 EC.fif,T3-O2,Theta,0.051156353706826904
H S11 EC.fif,T3-O2,Alpha,0.1820096520490283
H S11 EC.fif,T3-O2,Beta,0.10497888910313428
H S11 EC.fif,T3-O2,Gamma,0.14141563120238365
H S11 EC.fif,T3-F8,Delta,0.05904782783047816
H S11 EC.fif,T3-F8,Theta,0.039665078637963244
H S11 EC.fif,T3-F8,Alpha,0.02107050030593737
H S11 EC.fif,T3-F8,Beta,0.018577030301432464
H S11 EC.fif,T3-F8,Gamma,0.003526371655103441
H S11 EC.fif,T3-T4,Delta,0.06843332795859117
H S11 EC.fif,T3-T4,Theta,0.07050536596990004
H S11 EC.fif,T3-T4,Alpha,0.06429381327494164
H S11 EC.fif,T3-T4,Beta,0.046512933138432376
H S11 EC.fif,T3-T4,Gamma,0.007555620858412589
H S11 EC.fif,T3-T6,Delta,0.05195789478578223
H S11 EC.fif,T3-T6,Theta,0.06406966246623799
H S11 EC.fif,T3-T6,Alpha,0.17773013500447618
H S11 EC.fif,T3-T6,Beta,0.1224118217593184
H S11 EC.fif,T3-T6,Gamma,0.13920642589962554
H S11 EC.fif,T3-Cz,Delta,0.12323901528279839
H S11 EC.fif,T3-Cz,Theta,0.09178886953104554
H S11 EC.fif,T3-Cz,Alpha,0.04894589195443755
H S11 EC.fif,T3-Cz,Beta,0.013943067433978659
H S11 EC.fif,T3-Cz,Gamma,0.004506828839897232
H S11 EC.fif,T3-Pz,Delta,0.09846587984845191
H S11 EC.fif,T3-Pz,Theta,0.05641946868951237
H S11 EC.fif,T3-Pz,Alpha,0.11936814109551785
H S11 EC.fif,T3-Pz,Beta,0.02947072828822686
H S11 EC.fif,T3-Pz,Gamma,0.04081218297931326
H S11 EC.fif,T5-Fz,Delta,0.25080397517568903
H S11 EC.fif,T5-Fz,Theta,0.32915810349909175
H S11 EC.fif,T5-Fz,Alpha,0.30323207123668994
H S11 EC.fif,T5-Fz,Beta,0.15687025236439894
H S11 EC.fif,T5-Fz,Gamma,0.01469139873852832
H S11 EC.fif,T5-Fp2,Delta,0.13421273580164086
H S11 EC.fif,T5-Fp2,Theta,0.18852865927450843
H S11 EC.fif,T5-Fp2,Alpha,0.23241512939758888
H S11 EC.fif,T5-Fp2,Beta,0.10984719967165095
H S11 EC.fif,T5-Fp2,Gamma,0.017894422393428474
H S11 EC.fif,T5-F4,Delta,0.3396654689149644
H S11 EC.fif,T5-F4,Theta,0.4358529535074933
H S11 EC.fif,T5-F4,Alpha,0.42288450753925677
H S11 EC.fif,T5-F4,Beta,0.2203680975762102
H S11 EC.fif,T5-F4,Gamma,0.019746143794844642
H S11 EC.fif,T5-C4,Delta,0.23973857359915596
H S11 EC.fif,T5-C4,Theta,0.34527013731949974
H S11 EC.fif,T5-C4,Alpha,0.499069313951329
H S11 EC.fif,T5-C4,Beta,0.17504132293205155
H S11 EC.fif,T5-C4,Gamma,0.006864936336107481
H S11 EC.fif,T5-P4,Delta,0.04450717994592156
H S11 EC.fif,T5-P4,Theta,0.010880734726839916
H S11 EC.fif,T5-P4,Alpha,0.06109346589263501
H S11 EC.fif,T5-P4,Beta,0.021788227489392922
H S11 EC.fif,T5-P4,Gamma,0.0551691328528539
H S11 EC.fif,T5-O2,Delta,0.11568563420957015
H S11 EC.fif,T5-O2,Theta,0.07297562019369015
H S11 EC.fif,T5-O2,Alpha,0.015828014031166127
H S11 EC.fif,T5-O2,Beta,0.021211536779843512
H S11 EC.fif,T5-O2,Gamma,0.09980477761809209
H S11 EC.fif,T5-F8,Delta,0.1545278680065352
H S11 EC.fif,T5-F8,Theta,0.1616145078865495
H S11 EC.fif,T5-F8,Alpha,0.27342096475310196
H S11 EC.fif,T5-F8,Beta,0.13400840426712707
H S11 EC.fif,T5-F8,Gamma,0.03373769962484524
H S11 EC.fif,T5-T4,Delta,0.11608496592834973
H S11 EC.fif,T5-T4,Theta,0.09468284649803199
H S11 EC.fif,T5-T4,Alpha,0.23483047966596501
H S11 EC.fif,T5-T4,Beta,0.07031362164410733
H S11 EC.fif,T5-T4,Gamma,0.0066026873218442295
H S11 EC.fif,T5-T6,Delta,0.04943646753788716
H S11 EC.fif,T5-T6,Theta,0.011682488424580634
H S11 EC.fif,T5-T6,Alpha,0.02100305446659691
H S11 EC.fif,T5-T6,Beta,0.03083649447542981
H S11 EC.fif,T5-T6,Gamma,0.10990202506150379
H S11 EC.fif,T5-Cz,Delta,0.09500906310159893
H S11 EC.fif,T5-Cz,Theta,0.11332201397197686
H S11 EC.fif,T5-Cz,Alpha,0.17291123170735284
H S11 EC.fif,T5-Cz,Beta,0.0669039871196115
H S11 EC.fif,T5-Cz,Gamma,0.04294901278055789
H S11 EC.fif,T5-Pz,Delta,0.031502995576952526
H S11 EC.fif,T5-Pz,Theta,0.04785601280989343
H S11 EC.fif,T5-Pz,Alpha,0.07396186337172089
H S11 EC.fif,T5-Pz,Beta,0.039627304941653625
H S11 EC.fif,T5-Pz,Gamma,0.009166999614186797
H S11 EC.fif,Fz-Fp2,Delta,0.10005360245775244
H S11 EC.fif,Fz-Fp2,Theta,0.19138817119944015
H S11 EC.fif,Fz-Fp2,Alpha,0.43596144014748334
H S11 EC.fif,Fz-Fp2,Beta,0.24122924010912053
H S11 EC.fif,Fz-Fp2,Gamma,0.23115673429806163
H S11 EC.fif,Fz-F4,Delta,0.4682554428767965
H S11 EC.fif,Fz-F4,Theta,0.6249324668099123
H S11 EC.fif,Fz-F4,Alpha,0.7341873355738099
H S11 EC.fif,Fz-F4,Beta,0.5591750934472282
H S11 EC.fif,Fz-F4,Gamma,0.3610094849024741
H S11 EC.fif,Fz-C4,Delta,0.29483256198838353
H S11 EC.fif,Fz-C4,Theta,0.1023854418754028
H S11 EC.fif,Fz-C4,Alpha,0.22003540878438166
H S11 EC.fif,Fz-C4,Beta,0.0556280176416136
H S11 EC.fif,Fz-C4,Gamma,0.02475231291677111
H S11 EC.fif,Fz-P4,Delta,0.0635631633092856
H S11 EC.fif,Fz-P4,Theta,0.21323510625590408
H S11 EC.fif,Fz-P4,Alpha,0.23971970966240827
H S11 EC.fif,Fz-P4,Beta,0.31477958633728337
H S11 EC.fif,Fz-P4,Gamma,0.35841226193086456
H S11 EC.fif,Fz-O2,Delta,0.3544505351095199
H S11 EC.fif,Fz-O2,Theta,0.36423948572866816
H S11 EC.fif,Fz-O2,Alpha,0.4567637004692032
H S11 EC.fif,Fz-O2,Beta,0.36895940667253113
H S11 EC.fif,Fz-O2,Gamma,0.47051370889430155
H S11 EC.fif,Fz-F8,Delta,0.05548753802773532
H S11 EC.fif,Fz-F8,Theta,0.02533228261261558
H S11 EC.fif,Fz-F8,Alpha,0.23295971281206754
H S11 EC.fif,Fz-F8,Beta,0.11779017398012469
H S11 EC.fif,Fz-F8,Gamma,0.15971672656202748
H S11 EC.fif,Fz-T4,Delta,0.09498275331671675
H S11 EC.fif,Fz-T4,Theta,0.049805894900119586
H S11 EC.fif,Fz-T4,Alpha,0.033345408920696124
H S11 EC.fif,Fz-T4,Beta,0.01510191154572397
H S11 EC.fif,Fz-T4,Gamma,0.023779597680210846
H S11 EC.fif,Fz-T6,Delta,0.30947327819638987
H S11 EC.fif,Fz-T6,Theta,0.30434816263621395
H S11 EC.fif,Fz-T6,Alpha,0.30658257942703815
H S11 EC.fif,Fz-T6,Beta,0.33652535997671285
H S11 EC.fif,Fz-T6,Gamma,0.36580207798698977
H S11 EC.fif,Fz-Cz,Delta,0.3215590149946115
H S11 EC.fif,Fz-Cz,Theta,0.2219553088828875
H S11 EC.fif,Fz-Cz,Alpha,0.4021393857983899
H S11 EC.fif,Fz-Cz,Beta,0.24221282361805144
H S11 EC.fif,Fz-Cz,Gamma,0.1177198495155993
H S11 EC.fif,Fz-Pz,Delta,0.08217911014020425
H S11 EC.fif,Fz-Pz,Theta,0.1562421531076366
H S11 EC.fif,Fz-Pz,Alpha,0.1856931656283929
H S11 EC.fif,Fz-Pz,Beta,0.19461428691213126
H S11 EC.fif,Fz-Pz,Gamma,0.20503921281837698
H S11 EC.fif,Fp2-F4,Delta,0.20617946345825638
H S11 EC.fif,Fp2-F4,Theta,0.3756979307417125
H S11 EC.fif,Fp2-F4,Alpha,0.5582964317205248
H S11 EC.fif,Fp2-F4,Beta,0.31458141028445236
H S11 EC.fif,Fp2-F4,Gamma,0.26840718348550296
H S11 EC.fif,Fp2-C4,Delta,0.15370994239577132
H S11 EC.fif,Fp2-C4,Theta,0.006646367673113872
H S11 EC.fif,Fp2-C4,Alpha,0.09560206103773775
H S11 EC.fif,Fp2-C4,Beta,0.010308170341677723
H S11 EC.fif,Fp2-C4,Gamma,0.008091038452363681
H S11 EC.fif,Fp2-P4,Delta,0.37757266362661807
H S11 EC.fif,Fp2-P4,Theta,0.3339236278501871
H S11 EC.fif,Fp2-P4,Alpha,0.30258638640765434
H S11 EC.fif,Fp2-P4,Beta,0.34606667705399846
H S11 EC.fif,Fp2-P4,Gamma,0.4222562860348015
H S11 EC.fif,Fp2-O2,Delta,0.06661117996754827
H S11 EC.fif,Fp2-O2,Theta,0.20456373209160333
H S11 EC.fif,Fp2-O2,Alpha,0.3814445039473238
H S11 EC.fif,Fp2-O2,Beta,0.29853155873772386
H S11 EC.fif,Fp2-O2,Gamma,0.33771791632792914
H S11 EC.fif,Fp2-F8,Delta,0.10957685184650734
H S11 EC.fif,Fp2-F8,Theta,0.3628393339419575
H S11 EC.fif,Fp2-F8,Alpha,0.6133941860735731
H S11 EC.fif,Fp2-F8,Beta,0.5021308833916235
H S11 EC.fif,Fp2-F8,Gamma,0.5036646003326439
H S11 EC.fif,Fp2-T4,Delta,0.13191258247105067
H S11 EC.fif,Fp2-T4,Theta,0.07435538158529362
H S11 EC.fif,Fp2-T4,Alpha,0.15539911003290346
H S11 EC.fif,Fp2-T4,Beta,0.0467868408774681
H S11 EC.fif,Fp2-T4,Gamma,0.05983976711572371
H S11 EC.fif,Fp2-T6,Delta,0.04683559324379851
H S11 EC.fif,Fp2-T6,Theta,0.06725809369017406
H S11 EC.fif,Fp2-T6,Alpha,0.14901763837186474
H S11 EC.fif,Fp2-T6,Beta,0.20141467094724547
H S11 EC.fif,Fp2-T6,Gamma,0.317132534584877
H S11 EC.fif,Fp2-Cz,Delta,0.2248199651263937
H S11 EC.fif,Fp2-Cz,Theta,0.07382463935569353
H S11 EC.fif,Fp2-Cz,Alpha,0.07037876021285941
H S11 EC.fif,Fp2-Cz,Beta,0.019997401829170158
H S11 EC.fif,Fp2-Cz,Gamma,0.010756212418603977
H S11 EC.fif,Fp2-Pz,Delta,0.5133932826515272
H S11 EC.fif,Fp2-Pz,Theta,0.5120691183767172
H S11 EC.fif,Fp2-Pz,Alpha,0.431808349079431
H S11 EC.fif,Fp2-Pz,Beta,0.41434747676791456
H S11 EC.fif,Fp2-Pz,Gamma,0.4353041870823986
H S11 EC.fif,F4-C4,Delta,0.1961075743450463
H S11 EC.fif,F4-C4,Theta,0.24977569020490595
H S11 EC.fif,F4-C4,Alpha,0.391631532952075
H S11 EC.fif,F4-C4,Beta,0.1861975776275071
H S11 EC.fif,F4-C4,Gamma,0.06769066657380618
H S11 EC.fif,F4-P4,Delta,0.05414313240686651
H S11 EC.fif,F4-P4,Theta,0.14038263517278318
H S11 EC.fif,F4-P4,Alpha,0.149367361033761
H S11 EC.fif,F4-P4,Beta,0.22210015143801803
H S11 EC.fif,F4-P4,Gamma,0.28672683816311717
H S11 EC.fif,F4-O2,Delta,0.2551097891586331
H S11 EC.fif,F4-O2,Theta,0.3154194080427933
H S11 EC.fif,F4-O2,Alpha,0.3789849724335712
H S11 EC.fif,F4-O2,Beta,0.3031321091612329
H S11 EC.fif,F4-O2,Gamma,0.3556046517840167
H S11 EC.fif,F4-F8,Delta,0.04246024287567514
H S11 EC.fif,F4-F8,Theta,0.1960270838253785
H S11 EC.fif,F4-F8,Alpha,0.49606208723147965
H S11 EC.fif,F4-F8,Beta,0.37960575072478064
H S11 EC.fif,F4-F8,Gamma,0.3357484999634898
H S11 EC.fif,F4-T4,Delta,0.05179774595119335
H S11 EC.fif,F4-T4,Theta,0.02867601914908529
H S11 EC.fif,F4-T4,Alpha,0.1348423303396065
H S11 EC.fif,F4-T4,Beta,0.05200531010820832
H S11 EC.fif,F4-T4,Gamma,0.08790181672799975
H S11 EC.fif,F4-T6,Delta,0.08533858645264768
H S11 EC.fif,F4-T6,Theta,0.12316765700740569
H S11 EC.fif,F4-T6,Alpha,0.15790594338322111
H S11 EC.fif,F4-T6,Beta,0.20226172151000746
H S11 EC.fif,F4-T6,Gamma,0.25598236308837935
H S11 EC.fif,F4-Cz,Delta,0.04871365921884202
H S11 EC.fif,F4-Cz,Theta,0.0629673686240406
H S11 EC.fif,F4-Cz,Alpha,0.24852271954765456
H S11 EC.fif,F4-Cz,Beta,0.10317636691377613
H S11 EC.fif,F4-Cz,Gamma,0.032409200619275366
H S11 EC.fif,F4-Pz,Delta,0.1256633878511839
H S11 EC.fif,F4-Pz,Theta,0.22681300751072164
H S11 EC.fif,F4-Pz,Alpha,0.23593700730882158
H S11 EC.fif,F4-Pz,Beta,0.21211906563059182
H S11 EC.fif,F4-Pz,Gamma,0.17035745658974288
H S11 EC.fif,C4-P4,Delta,0.34506147334396337
H S11 EC.fif,C4-P4,Theta,0.12929706480571732
H S11 EC.fif,C4-P4,Alpha,0.07438991061913267
H S11 EC.fif,C4-P4,Beta,0.05735065495301013
H S11 EC.fif,C4-P4,Gamma,0.006836764857774039
H S11 EC.fif,C4-O2,Delta,0.11797624698319994
H S11 EC.fif,C4-O2,Theta,0.0556649672676187
H S11 EC.fif,C4-O2,Alpha,0.07405795737004754
H S11 EC.fif,C4-O2,Beta,0.030055816907983087
H S11 EC.fif,C4-O2,Gamma,0.05013051418164018
H S11 EC.fif,C4-F8,Delta,0.05562617691941395
H S11 EC.fif,C4-F8,Theta,0.027575213434102016
H S11 EC.fif,C4-F8,Alpha,0.19738626943393228
H S11 EC.fif,C4-F8,Beta,0.05866078071468045
H S11 EC.fif,C4-F8,Gamma,0.013912116683196259
H S11 EC.fif,C4-T4,Delta,0.06879875454757409
H S11 EC.fif,C4-T4,Theta,0.11687863184501984
H S11 EC.fif,C4-T4,Alpha,0.25091490972820124
H S11 EC.fif,C4-T4,Beta,0.18336476277126065
H S11 EC.fif,C4-T4,Gamma,0.12518514494345367
H S11 EC.fif,C4-T6,Delta,0.041687742880914626
H S11 EC.fif,C4-T6,Theta,0.012067641577540637
H S11 EC.fif,C4-T6,Alpha,0.019546333452840157
H S11 EC.fif,C4-T6,Beta,0.010500384595217849
H S11 EC.fif,C4-T6,Gamma,0.02306168880067538
H S11 EC.fif,C4-Cz,Delta,0.37293910804732583
H S11 EC.fif,C4-Cz,Theta,0.2555700767017008
H S11 EC.fif,C4-Cz,Alpha,0.3169467574225072
H S11 EC.fif,C4-Cz,Beta,0.15144836537319423
H S11 EC.fif,C4-Cz,Gamma,0.10947859682356126
H S11 EC.fif,C4-Pz,Delta,0.19678153830418818
H S11 EC.fif,C4-Pz,Theta,0.02388614829765972
H S11 EC.fif,C4-Pz,Alpha,0.0773451926596475
H S11 EC.fif,C4-Pz,Beta,0.013229638071256527
H S11 EC.fif,C4-Pz,Gamma,0.015047341959895615
H S11 EC.fif,P4-O2,Delta,0.08653810897327589
H S11 EC.fif,P4-O2,Theta,0.3491241991761854
H S11 EC.fif,P4-O2,Alpha,0.5008197100560032
H S11 EC.fif,P4-O2,Beta,0.47235218641892057
H S11 EC.fif,P4-O2,Gamma,0.5811774130811217
H S11 EC.fif,P4-F8,Delta,0.09555567825784841
H S11 EC.fif,P4-F8,Theta,0.06567002309155362
H S11 EC.fif,P4-F8,Alpha,0.10656433650130125
H S11 EC.fif,P4-F8,Beta,0.16771151531336173
H S11 EC.fif,P4-F8,Gamma,0.2813949007212622
H S11 EC.fif,P4-T4,Delta,0.04576271436133883
H S11 EC.fif,P4-T4,Theta,0.05581001519590531
H S11 EC.fif,P4-T4,Alpha,0.038241982490346445
H S11 EC.fif,P4-T4,Beta,0.03083337932481065
H S11 EC.fif,P4-T4,Gamma,0.051385303749123645
H S11 EC.fif,P4-T6,Delta,0.20792282506066026
H S11 EC.fif,P4-T6,Theta,0.43207733116559566
H S11 EC.fif,P4-T6,Alpha,0.5101226962639704
H S11 EC.fif,P4-T6,Beta,0.5706416368095073
H S11 EC.fif,P4-T6,Gamma,0.6333493852725168
H S11 EC.fif,P4-Cz,Delta,0.12726852486829834
H S11 EC.fif,P4-Cz,Theta,0.005022652385646749
H S11 EC.fif,P4-Cz,Alpha,0.033687390372659796
H S11 EC.fif,P4-Cz,Beta,0.03321093701388864
H S11 EC.fif,P4-Cz,Gamma,0.04326730493155322
H S11 EC.fif,P4-Pz,Delta,0.5059586482257831
H S11 EC.fif,P4-Pz,Theta,0.41507815515688967
H S11 EC.fif,P4-Pz,Alpha,0.28709326019618353
H S11 EC.fif,P4-Pz,Beta,0.3281761783330697
H S11 EC.fif,P4-Pz,Gamma,0.31913677900963006
H S11 EC.fif,O2-F8,Delta,0.0636958699176693
H S11 EC.fif,O2-F8,Theta,0.08437061524168364
H S11 EC.fif,O2-F8,Alpha,0.23407221359524458
H S11 EC.fif,O2-F8,Beta,0.21508006706151
H S11 EC.fif,O2-F8,Gamma,0.28652024183050046
H S11 EC.fif,O2-T4,Delta,0.035616909213638845
H S11 EC.fif,O2-T4,Theta,0.017623507237960703
H S11 EC.fif,O2-T4,Alpha,0.02808851706475465
H S11 EC.fif,O2-T4,Beta,0.029662983975914308
H S11 EC.fif,O2-T4,Gamma,0.12243380424641816
H S11 EC.fif,O2-T6,Delta,0.36325917219949605
H S11 EC.fif,O2-T6,Theta,0.43082942001150853
H S11 EC.fif,O2-T6,Alpha,0.5813652636122357
H S11 EC.fif,O2-T6,Beta,0.5854846930750298
H S11 EC.fif,O2-T6,Gamma,0.6639070008325983
H S11 EC.fif,O2-Cz,Delta,0.09893490790004941
H S11 EC.fif,O2-Cz,Theta,0.11235402691945212
H S11 EC.fif,O2-Cz,Alpha,0.2300237175378364
H S11 EC.fif,O2-Cz,Beta,0.116299464295327
H S11 EC.fif,O2-Cz,Gamma,0.12453650997405788
H S11 EC.fif,O2-Pz,Delta,0.043627079303905116
H S11 EC.fif,O2-Pz,Theta,0.1211503405404235
H S11 EC.fif,O2-Pz,Alpha,0.14247949750006791
H S11 EC.fif,O2-Pz,Beta,0.12269792490761934
H S11 EC.fif,O2-Pz,Gamma,0.18829837811584443
H S11 EC.fif,F8-T4,Delta,0.10453042665573786
H S11 EC.fif,F8-T4,Theta,0.28035480206402846
H S11 EC.fif,F8-T4,Alpha,0.4060258150520208
H S11 EC.fif,F8-T4,Beta,0.25027294036355285
H S11 EC.fif,F8-T4,Gamma,0.17094103256952792
H S11 EC.fif,F8-T6,Delta,0.014557684539610118
H S11 EC.fif,F8-T6,Theta,0.00387357896213023
H S11 EC.fif,F8-T6,Alpha,0.046246079081486945
H S11 EC.fif,F8-T6,Beta,0.07998342117367456
H S11 EC.fif,F8-T6,Gamma,0.20815527500345402
H S11 EC.fif,F8-Cz,Delta,0.0727815466054996
H S11 EC.fif,F8-Cz,Theta,0.07320426586677023
H S11 EC.fif,F8-Cz,Alpha,0.05750148063221879
H S11 EC.fif,F8-Cz,Beta,0.022964329515030458
H S11 EC.fif,F8-Cz,Gamma,0.013590035323064433
H S11 EC.fif,F8-Pz,Delta,0.15388478123253996
H S11 EC.fif,F8-Pz,Theta,0.24305840614447716
H S11 EC.fif,F8-Pz,Alpha,0.33898093118841516
H S11 EC.fif,F8-Pz,Beta,0.29446863114893873
H S11 EC.fif,F8-Pz,Gamma,0.2797504411564679
H S11 EC.fif,T4-T6,Delta,0.32406151888867735
H S11 EC.fif,T4-T6,Theta,0.36198022742666963
H S11 EC.fif,T4-T6,Alpha,0.2520818311014864
H S11 EC.fif,T4-T6,Beta,0.10434592341934398
H S11 EC.fif,T4-T6,Gamma,0.03902577462803804
H S11 EC.fif,T4-Cz,Delta,0.14879002920550838
H S11 EC.fif,T4-Cz,Theta,0.13064798881648734
H S11 EC.fif,T4-Cz,Alpha,0.0696999281938378
H S11 EC.fif,T4-Cz,Beta,0.050457616816009625
H S11 EC.fif,T4-Cz,Gamma,0.0056525274760316395
H S11 EC.fif,T4-Pz,Delta,0.13696812056361218
H S11 EC.fif,T4-Pz,Theta,0.08304324119795474
H S11 EC.fif,T4-Pz,Alpha,0.1896412947872837
H S11 EC.fif,T4-Pz,Beta,0.06146205126721057
H S11 EC.fif,T4-Pz,Gamma,0.05807593971836059
H S11 EC.fif,T6-Cz,Delta,0.17730814339108886
H S11 EC.fif,T6-Cz,Theta,0.17111138425140626
H S11 EC.fif,T6-Cz,Alpha,0.25101370883994156
H S11 EC.fif,T6-Cz,Beta,0.15752638954738413
H S11 EC.fif,T6-Cz,Gamma,0.11974780393749565
H S11 EC.fif,T6-Pz,Delta,0.030645109128672587
H S11 EC.fif,T6-Pz,Theta,0.014596376371860252
H S11 EC.fif,T6-Pz,Alpha,0.05069981207808631
H S11 EC.fif,T6-Pz,Beta,0.06204608456290481
H S11 EC.fif,T6-Pz,Gamma,0.17272718442967266
H S11 EC.fif,Cz-Pz,Delta,0.319311723450418
H S11 EC.fif,Cz-Pz,Theta,0.10550605923354218
H S11 EC.fif,Cz-Pz,Alpha,0.16230437472295256
H S11 EC.fif,Cz-Pz,Beta,0.05035040427681668
H S11 EC.fif,Cz-Pz,Gamma,0.017049101691395466
MDD S19 EC.fif,Fp1-F3,Delta,0.21675989469691131
MDD S19 EC.fif,Fp1-F3,Theta,0.22481408525915855
MDD S19 EC.fif,Fp1-F3,Alpha,0.5581997697872308
MDD S19 EC.fif,Fp1-F3,Beta,0.16169524177065933
MDD S19 EC.fif,Fp1-F3,Gamma,0.01581113434403574
MDD S19 EC.fif,Fp1-C3,Delta,0.03550791920622514
MDD S19 EC.fif,Fp1-C3,Theta,0.02394417145889724
MDD S19 EC.fif,Fp1-C3,Alpha,0.13380322742899814
MDD S19 EC.fif,Fp1-C3,Beta,0.02750573954553352
MDD S19 EC.fif,Fp1-C3,Gamma,0.015873304244113314
MDD S19 EC.fif,Fp1-P3,Delta,0.36707285240625975
MDD S19 EC.fif,Fp1-P3,Theta,0.3162394480121543
MDD S19 EC.fif,Fp1-P3,Alpha,0.41009312885975974
MDD S19 EC.fif,Fp1-P3,Beta,0.17079454549397344
MDD S19 EC.fif,Fp1-P3,Gamma,0.05834857156929617
MDD S19 EC.fif,Fp1-O1,Delta,0.2365553517282204
MDD S19 EC.fif,Fp1-O1,Theta,0.19881682355113398
MDD S19 EC.fif,Fp1-O1,Alpha,0.5427355871830941
MDD S19 EC.fif,Fp1-O1,Beta,0.20142104370327538
MDD S19 EC.fif,Fp1-O1,Gamma,0.04842851093919182
MDD S19 EC.fif,Fp1-F7,Delta,0.36880208420266536
MDD S19 EC.fif,Fp1-F7,Theta,0.42073136560709984
MDD S19 EC.fif,Fp1-F7,Alpha,0.6228480121826844
MDD S19 EC.fif,Fp1-F7,Beta,0.22065370087251227
MDD S19 EC.fif,Fp1-F7,Gamma,0.04941604792204381
MDD S19 EC.fif,Fp1-T3,Delta,0.025769951722723915
MDD S19 EC.fif,Fp1-T3,Theta,0.048591901000706345
MDD S19 EC.fif,Fp1-T3,Alpha,0.17072065844895754
MDD S19 EC.fif,Fp1-T3,Beta,0.04412159264479632
MDD S19 EC.fif,Fp1-T3,Gamma,0.007646406228455259
MDD S19 EC.fif,Fp1-T5,Delta,0.12362092937848594
MDD S19 EC.fif,Fp1-T5,Theta,0.05621479509444722
MDD S19 EC.fif,Fp1-T5,Alpha,0.16145709314813678
MDD S19 EC.fif,Fp1-T5,Beta,0.07240461666700235
MDD S19 EC.fif,Fp1-T5,Gamma,0.027380371893368605
MDD S19 EC.fif,Fp1-Fz,Delta,0.10721338397684388
MDD S19 EC.fif,Fp1-Fz,Theta,0.13053873525501888
MDD S19 EC.fif,Fp1-Fz,Alpha,0.4993978980556089
MDD S19 EC.fif,Fp1-Fz,Beta,0.22335186546650715
MDD S19 EC.fif,Fp1-Fz,Gamma,0.0852114461292515
MDD S19 EC.fif,Fp1-Fp2,Delta,0.5833437008948269
MDD S19 EC.fif,Fp1-Fp2,Theta,0.5516147644781274
MDD S19 EC.fif,Fp1-Fp2,Alpha,0.7890086663123077
MDD S19 EC.fif,Fp1-Fp2,Beta,0.2591879428999559
MDD S19 EC.fif,Fp1-Fp2,Gamma,0.021839524538900857
MDD S19 EC.fif,Fp1-F4,Delta,0.055710931946254046
MDD S19 EC.fif,Fp1-F4,Theta,0.06429609127354469
MDD S19 EC.fif,Fp1-F4,Alpha,0.4331851000892806
MDD S19 EC.fif,Fp1-F4,Beta,0.0961497597108871
MDD S19 EC.fif,Fp1-F4,Gamma,0.008954199157109348
MDD S19 EC.fif,Fp1-C4,Delta,0.18828467178335878
MDD S19 EC.fif,Fp1-C4,Theta,0.1868921805624868
MDD S19 EC.fif,Fp1-C4,Alpha,0.09148192995619114
MDD S19 EC.fif,Fp1-C4,Beta,0.059394533510953855
MDD S19 EC.fif,Fp1-C4,Gamma,0.0691432063101884
MDD S19 EC.fif,Fp1-P4,Delta,0.53179904637394
MDD S19 EC.fif,Fp1-P4,Theta,0.4815614907326568
MDD S19 EC.fif,Fp1-P4,Alpha,0.5192233110839184
MDD S19 EC.fif,Fp1-P4,Beta,0.2280633150553552
MDD S19 EC.fif,Fp1-P4,Gamma,0.057755336813097316
MDD S19 EC.fif,Fp1-O2,Delta,0.29628137809294636
MDD S19 EC.fif,Fp1-O2,Theta,0.2694621260604275
MDD S19 EC.fif,Fp1-O2,Alpha,0.5807975299747038
MDD S19 EC.fif,Fp1-O2,Beta,0.2354377139325672
MDD S19 EC.fif,Fp1-O2,Gamma,0.09291172773311622
